eventid,iyear,imonth,iday,extended,resolution,country_txt,provstate,city,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,targsubtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,targsubtype3_txt,corp3,target3,natlty3_txt,gname,gsubname,gname2,gsubname2,motive,guncertain1,guncertain2,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,compclaim,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weapsubtype2_txt,weaptype3_txt,weapsubtype3_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,ishostkid,nhostkid,nhostkidus,nhours,ndays,ransom,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200507070004,2005,7,7,0,,United Kingdom,England,London,1.0,0,"07/07/2005: A suicide bomber detonated on the No. 30 Dennis Trident 2 double-decker bus operating in London’s Tavistock Square. Thirteen people, not including the suicide bomber, were killed and hundreds were injured in the attack. Abu Hafs al-Masri Brigades and the Secret Organization of al-Qaida in Europe both claimed responsibility, although it is generally believed that the claim by Abu Hafs al-Masri Brigades were not credible. Documents found by German authorities in 2011 indicate al-Qaida's role in planning and coordinating the attacks.",1,1,1,0,,,1.0,1,1,3,Bombing/Explosion,,,,,19,Transportation,99.0,Bus (excluding tourists),London Underground,Number 30 Bus,Great Britain,,,,,,,,,,,Al-Qaida,,,,Unknown,0.0,,0,1.0,0.0,1,7.0,"Posted to website, blog, etc.",,,,-9.0,Explosives,Suicide (carried bodily by human being),,,,,"The explosive materials were homemade peroxide-based devices packed in rucksacks. It is estimated that less than 10 pounds of this explosive was used in each attack. While the manufacturing of this explosive is a dangerous process, it does not require great skill.",14.0,0.0,1.0,110.0,0.0,0.0,1,0.0,,,,,,,,,"The perpetrator, Hasib Hussain, traveled to Pakistan and Saudi Arabia in 2003. He met Khan and Tanweer shortly thereafter, and all three attended the Stratford Street Mosque in Beeston. The materials used for this attack were relatively inexpensive, leading many to doubt that foreign funding was used. Hussain reportedly attempted to contact the other bombers by mobile telephone before the first three blasts, and purchased batteries in a store before detonating his bomb in the bus. The claim of responsibility by the Secret Organization of al Qaeda in Europe was posted on the ""Qala"" website hours after the attack. MI5 has reportedly declared the attack to be largely motivated by the conflict in Iraq and other perceived injustices against Muslims by the West. Location-specific casualty information source: BBC (http://news.bbc.co.uk/2/shared/spl/hi/uk/05/london_blasts/what_happened/html/).","Jane Wardell and Lukas I. Alpert, “Qaeda Blast Kill at Least 37 – Bus and 3 Subways are Bombed, US Boost Train Security Alert,” The New York Post, July 8, 2005.","Peter Wilson, “Terrorists hit London – Hundreds injured in rush-hour attacks,” The Australian, July 8, 2005.","Alan Cowell, Raymond Bonner, ""Changes in investigation of bombing attacks in London leave major questions unanswered,"" The New York Times, August 15, 2008.",CETIS,0,1,1,1,"200507070001, 200507070002, 200507070003, 200507070004"
200507080006,2005,7,8,0,,United States,New Hampshire,Berlin,1.0,1,"07/08/2005: Unknown perpetrator(s) set arson to logging equipment owned by T.R. Dillon Logging in Success, New Hampshire in the United States, causing $500,000 in damages. There were no casualties in the incident. It was unclear whether this was an act against logging or if it was committed by local environmentalists or merely vandals. Three vehicles, an all-wheel drive plow truck, a brand new 18-wheel tractor-trailer and an excavator, were engulfed in flames when the fire department responded to the incident.",1,1,1,1,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5.0,Industrial/Textiles/Factory,T.R. Dillon Logging,"three logging vehicles owned by T.R. Dillon Logging in Success, NH",United States,,,,,,,,,,,Unknown,,,,Unknown,0.0,,0,-99.0,-99.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,0.0,,,,This was not the first time T.R. Dillon logging was targeted by arsonists. There was another incident on New Year's Day of the same year.,"Carol Robidoux, ""Another arson at NH logging site,"" The Union Leader, July 10, 2005.","""USAT States Pages,"" Associated Press, July 10, 2005.",,Eco Project 2010,-9,-9,0,-9,
200507080007,2005,7,8,0,,United Kingdom,England,Leeds,1.0,0,"07/08/2005: Assailants set cloth on fire and threw it through a window at Jamiat Tablighul Islam Mosque along Laurel Terrace in Armley neighborhood, Leeds, England, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Jamiat Tablighul Islam Mosque,Mosque,United Kingdom,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,-99.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Muslim leaders warn of mounting Islamophobia after attacks on mosques,"" The Independent, July 12, 2005.","""ON HIGH ALERT,"" Yorkshire Evening Post, July 11, 2005.","""Community united in condemning terrorist attacks,"" Spenborough Guardian, July 11, 2005.",UMD Miscellaneous,-9,-9,0,-9,
200507090009,2005,7,9,0,,United Kingdom,England,Wellington,1.0,0,"07/09/2005: Assailants threw an incendiary device at a mosque along Tan Bank in Wellington, England, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Unknown,Mosque,United Kingdom,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,-99.0,0,,,,,,,Incendiary,Arson/Fire,,,,,Firebomb,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Muslim leaders warn of mounting Islamophobia after attacks on mosques,"" The Independent, July 12, 2005.",,,UMD Miscellaneous,-9,-9,0,-9,
200507090010,2005,7,9,0,,United Kingdom,England,Birkenhead,1.0,0,"07/09/2005: An assailant threw incendiary devices at Wirral Islamic Cultural Centre Shahjalal Mosque in Birkenhead, England, United Kingdom. At least one person, a cleric, was injured in the attack. No group claimed responsibility; however, a suspect was arrested in connection with the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Wirral Islamic Cultural Centre Shahjalal Mosque,Mosque,United Kingdom,,,,,,,,,,,Unknown,,,,,0.0,,0,1.0,1.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,Petrol bombs,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,,,,,,,,,"""Muslim leaders warn of mounting Islamophobia after attacks on mosques,"" The Independent, July 12, 2005.","""Man remanded over mosque attack,"" BBC, July 15, 2005.","""Man arrested after arson attack on mosque,"" The Guardian, July 14, 2005.",UMD Miscellaneous,-9,-9,0,-9,
200507090011,2005,7,9,0,,United States,Indiana,Bloomington,1.0,0,"07/09/2005: Assailants broke a window and set a fire in a kitchen at the Bloomington Islamic Center in Indiana, United States. The fire was put out and there were no casualties or significant damage. No one claimed responsibility for the attack, but a Koran was set on fire outside.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Islamic Center of Bloomington,Mosque,United States,,,,,,,,,,,Anti-Muslim extremists,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"Kirschner, Kris, ""Search on for suspect in mosque arson,"" 13WTHR, August 26, 2016, https://www.wthr.com/article/news/search-on-for-suspect-in-mosque-arson/531-bfab0a7c-2aa7-4c87-820b-e0573cf948a7",,,UMD Miscellaneous,-9,-9,0,-9,
200507110011,2005,7,11,0,,United Kingdom,England,Bradford,1.0,0,"07/11/2005: Assailants set fire to a garbage bin in an attempt to set the Pakistani Consulate ablaze along Leeds Road in Laisterdyke neighborhood, Bradford, England, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Pakistani Ministry of Foreign Affairs,Consulate,Pakistan,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,-99.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,,,,,,"""Muslim leaders warn of mounting Islamophobia after attacks on mosques,"" The Independent, July 12, 2005.","""ON HIGH ALERT,"" Yorkshire Evening Post, July 11, 2005.","""Community united in condemning terrorist attacks,"" Spenborough Guardian, July 11, 2005.",UMD Miscellaneous,-9,-9,1,1,
200507160015,2005,7,16,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"07/16/2005: An explosive device was thrown into a home in Belfast, Northern Ireland. One woman was injured. The home and a nearby vehicle were damaged. Authorities believed the attack to have sectarian motives though no group claimed responsibility.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Private Residence,"The bedroom of a private residence of a Catholic woman in north Belfast, Northern Ireland.",Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,,0.0,0,,,,,,,Explosives,Unknown Explosive Type,,,,,Authorities in Northern Ireland refer to this type of explosive device as a blast bomb.,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,,,,,,,,"This incident followed days of rioting by nationalists, who threw blast bombs at police.","Alan Erwin, “Blast Bombers Meant To Kill Me Says Mum-of-Two,” Press Association, July 16, 2005.","Sunday Mirror, “Mother Escapes Bomb Bid,” July 17, 2005.","Sunday Telegraph (London), “Blast bomb attack,” July 17, 2005.",CETIS,-9,-9,1,1,
200507210002,2005,7,21,0,,United Kingdom,England,London,1.0,0,"07/21/2005: In one of four coordinated attacks, a bomb exploded on the London transit system at the Warren Street Station train station causing no fatalities and only limited injuries in a very similar attack to those on July 7, 2005. Abu Hafs al-Masri Brigades claimed responsibility for these attacks. Documents found by German authorities in 2011 indicate al-Qaida's role in planning and coordinating the attacks.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,London Transit,Warren Street Train Station,Great Britain,,,,,,,,,,,Al-Qaida,,,,Unknown,0.0,,0,,0.0,1,7.0,"Posted to website, blog, etc.",,,,-9.0,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"This is a related attack with 200507210006, 200507210007, and 200507210008. The four explosions followed the same pattern as the London attacks from July 7, 2005. The Abu Hafs Al-Masri Brigade, the same group that claimed responsibility for the July 7 bombings also claimed to have carried out the attacks on July 21.","Phillip Coorey and Deborah Haynes, “String of Explosions Create Panic, Bombs Shut Down London,” The Advertiser, July 22, 2005.","“Mirror Image Terror Attacks Hit London but Carnage Not Repeated,” Agence France Presse, July 21, 2005.","“Al-Qaida-Linked Group Claims Responsibility for London Bombings,” Xinhua General News Service, July 22, 2005.",CETIS,0,1,1,1,"200507210002, 200507210006, 200507210007, 200507210008"
200507210006,2005,7,21,0,,United Kingdom,England,London,1.0,0,"07/21/2005: In one of four coordinated attacks, a bomb exploded on the London transit system at the Oval Station, train station, causing no fatalities and only limited injuries in a very similar attack to those on July 7, 2005. Abu Hafs al-Masri Brigades claimed responsibility for these attacks. Documents found by German authorities in 2011 indicate al-Qaida's role in planning and coordinating the attacks.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,London Transit,Oval Station Train Station,Great Britain,,,,,,,,,,,Al-Qaida,,,,Unknown,0.0,,0,,0.0,1,7.0,"Posted to website, blog, etc.",,,,-9.0,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"This is a related attack with 200507210002, 200507210007, and 200507210008. The four explosions followed the same pattern as the London attacks from July 7, 2005. The Abu Hafs Al-Masri Brigade, the same group that claimed responsibility for the July 7 bombings also claimed to have carried out the attacks on July 21.","Phillip Coorey and Deborah Haynes, “String of Explosions Create Panic, Bombs Shut Down London,” The Advertiser, July 22, 2005.","""Mirror Image Terror Attacks Hit London but Carnage Not Repeated,” Agence France Presse, July 21, 2005.","“Al-Qaida-Linked Group Claims Responsibility for London Bombings,” Xinhua General News Service, July 22, 2005.",CETIS,0,1,1,1,"200507210002, 200507210006, 200507210007, 200507210008"
200507210007,2005,7,21,0,,United Kingdom,England,London,1.0,0,"07/21/2005: In one of four coordinated attacks, a bomb exploded on the London transit system at the Sheperd's Bush Station, train station, causing no fatalities and only limited injuries in a very similar attack to those on July 7, 2005. Abu Hafs al-Masri Brigades claimed responsibility for these attacks. Documents found by German authorities in 2011 indicate al-Qaida's role in planning and coordinating the attacks.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,London Transit,Shepard's Bush Train Station,Great Britain,,,,,,,,,,,Al-Qaida,,,,Unknown,0.0,,0,,0.0,1,7.0,"Posted to website, blog, etc.",,,,-9.0,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"This is a related attack with 200507210002, 2005072100076, and 200507210008. The four explosions followed the same pattern as the London attacks from July 7, 2005. The Abu Hafs Al-Masri Brigade, the same group that claimed responsibility for the July 7 bombings also claimed to have carried out the attacks on July 21.","Phillip Coorey and Deborah Haynes, “String of Explosions Create Panic, Bombs Shut Down London,” The Advertiser, July 22, 2005.","“Mirror Image Terror Attacks Hit London but Carnage Not Repeated,” Agence France Presse, July 21, 2005.","“Al-Qaida-Linked Group Claims Responsibility for London Bombings,” Xinhua General News Service, July 22, 2005.",CETIS,0,1,1,1,"200507210002, 200507210006, 200507210007, 200507210008"
200507210008,2005,7,21,0,,United Kingdom,England,London,1.0,0,"07/21/2005: In one of four coordinated attacks, a bomb exploded on the London transit system Hackney area of East London at a bus station causing no fatalities and only limited injuries in a very similar attack to those on July 7, 2005. Abu Hafs al-Masri Brigades claimed responsibility for these attacks. Documents found by German authorities in 2011 indicate al-Qaida's role in planning and coordinating the attacks.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,101.0,Bus Station/Stop,London Transit,Hackney Bus Station,Great Britain,,,,,,,,,,,Al-Qaida,,,,Unknown,0.0,,0,,0.0,1,7.0,"Posted to website, blog, etc.",,,,-9.0,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"This is a related attack with 200507210002, 200507210006, and 2005072100087. The four explosions followed the same pattern as the London attacks from July 7, 2005. The Abu Hafs Al-Masri Brigade, the same group that claimed responsibility for the July 7 bombings also claimed to have carried out the attacks on July 21.","Phillip Coorey and Deborah Haynes, “String of Explosions Create Panic, Bombs Shut Down London,” The Advertiser, July 22, 2005.","“Mirror Image Terror Attacks Hit London but Carnage Not Repeated,” Agence France Presse, July 21, 2005.","“Al-Qaida-Linked Group Claims Responsibility for London Bombings,” Xinhua General News Service, July 22, 2005.",CETIS,0,1,1,1,"200507210002, 200507210006, 200507210007, 200507210008"
200507260006,2005,7,26,0,,United Kingdom,Northern Ireland,Ballymena,1.0,0,"07/26/2005: In one of two related attacks, a Catholic church was damaged by petrol and paint bombs by suspected loyalist paramilitaries in Ballymena, Northern Ireland. No one was killed or injured, but several families were evacuated in the vicinity.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,A Catholic church,"A Catholic church in Ballymena, Northern Ireland",Northern Ireland,,,,,,,,,,,Unknown,,,,Unknown,0.0,,0,,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"Deric Henderson, “Loyalists Accused After Bar and Church Attacks,” Press Association Limited, July 26, 2005.","“Northern Ireland Loyalist Paramilitaries Launch Attacks in Ballymena to Stop March,” The Irish News (Belfast), July 27, 2005.",,CETIS,-9,-9,1,1,"200507260006, 200507260007"
200507260007,2005,7,26,0,,United Kingdom,Northern Ireland,Martinstown,1.0,0,"07/26/2005: In one of two related attacks, a Catholic owned bar was set on fire by a petrol bomb by suspected loyalist paramilitaries in Martinstown, Northern Ireland. No one was killed or injured.",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/Café,A Catholic bar in Northern Ireland,"A Catholic bar in Martinstown, Northern Ireland",Northern Ireland,,,,,,,,,,,Unknown,,,,Unknown,0.0,,0,,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"Deric Henderson, “Loyalists Accused After Bar and Church Attacks,” Press Association Limited, July 26, 2005.","“Northern Ireland Loyalist Paramilitaries Launch Attacks in Ballymena to Stop March,” The Irish News (Belfast), July 27, 2005.",,CETIS,-9,-9,1,1,"200507260006, 200507260007"
200508100014,2005,8,10,0,,United Kingdom,Northern Ireland,Lurgan,1.0,0,"08/10/2005: In Lurgan, County Armagh, Northern Ireland, dissident republicans hijacked a taxi cab at gunpoint, placed a bomb in the hijacked vehicle, and forced the driver to park outside Lurgan police station, where they intended the bomb to explode. The bomb plot failed. No one was injured by the attempt.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",A police station,"The perpetrators planned to place the bombs inside a vehicle parked in front of Lurgan police station in Lurgan, Northern Ireland.",Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,,0.0,0,,,,,,,Explosives,Vehicle,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,"The police who responded to the incident were attacked by a crowd of people throwing petrol bombs and other missiles.  In this riot, police officers were injured.","Paul O'Hare and Alan Erwin, ""Community Urged to Unite Against Bomb Plotters,"" Press Association, August 10, 2005","Michael McHugh, “Call to turn in bombers,” Belfast Telegraph, August 11, 2005","Belfast Newsletter, “Bomb in Taxi Puts Focus On Dissident Groups,” August 11, 2005",CETIS,-9,-9,1,1,
200509000001,2005,9,0,0,,United States,California,Los Angeles,1.0,0,"09/00/2005: Members of the Animal Liberation Front (ALF) claimed responsibility for ignited smoke grenades in the lobby of the residence of Guerdon Stuckey, the  Animal Services General Manager in Los Angeles, California in the United States. There were no injuries, and the extent of property damage is unknown, if any. The Animal Defense League and other groups had been appealing for months to the mayor to oust Stuckey from office and go ahead with a no-kill policy at city animal shelters, but they were not seeing desired results.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Animal Services Department,"Guerdon Stuckey, Animal Services Director",United States,,,,,,,,,,,Animal Liberation Front (ALF),,,,To remove Guerdon Stuckey from his position and implement a no-kill policy at city animal shelters.,0.0,,0,-99.0,-99.0,1,10.0,Unknown,,,,,Incendiary,,,,,,smoke bomb,0.0,0.0,0.0,0.0,0.0,0.0,-9,0.0,,,,,0.0,,,,,"Rick Orlov, ""At-Home Security OK'D For Workers,"" The Daily News of Los Angeles, October 20, 2005.","""News briefs from California,"" Associated Press, October 22, 2005.","David Zahniser, ""Fired animal services exec challenges termination,"" Copley News Service, December 21, 2005.",Eco Project 2010,0,1,0,1,
200509020005,2005,9,2,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,09/02/2005: Suspected members of the Ulster Volunteer Force (UVF) threw a gas bomb at a parked car in Belfast’s Glenlea Park neighborhood. The bomb set the Vectra car on fire. The blaze damaged a nearby house where a woman and her children were living. No group claimed responsibility for the attack.,1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Northern Irish civilians,A woman and her 5 children in Belfast,Northern Ireland,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,Unknown,0.0,,0,,0.0,0,,,,,,,Incendiary,Gasoline or Alcohol,,,,,The device used for the attack was a petrol bomb.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"Paul O'Hare, ""Car hit by petrol bomb,” Press Association, September 2, 2005.","""UVF blamed for petrol bomb attack,” Belfast News Letter (Northern Ireland), September 3, 2005.",,CETIS,0,0,1,1,
200509110001,2005,9,11,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"09/11/2005: A bomb detonated at a police station in west Belfast, Northern Ireland. This attack took place against the backdrop of protests and riots involving hundreds of people opposed to a ban on marching through a Roman Catholic neighborhood. The Orange Order, a Protestant fraternal organization which represents hard line opinion and seeks to keep British rule, is accused of having fostered the violence against the police, but it is unclear who was responsible for the explosives attack at the police station.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Northern Ireland police officers,Police Station,Northern Ireland,Private Citizens & Property,,,,,,,,,,Protestant extremists,,,,Opposition to a ban on marching through a Roman Catholic neighborhood.,0.0,,0,,0.0,0,,,,,,,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,,0.0,,1,0.0,,,,,,,,,,"“Northern Ireland: Seventeen Police Hurt in Second Night of Protestant Riots,” Agence France Presse, September 12, 2005.","David McKittrick, “Loyalist mobs back for second night of rioting,” The Independent, September 12, 2005.","“Security forces shot, bombed during Orange march,” The Herald Sun, September 12, 2005.",CETIS,-9,-9,1,1,
200509200004,2005,9,20,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"09/20/2005: Denis Bradley, a former Catholic priest and the vice-chairman of Northern Ireland’s policing board, was attacked by a masked man with a baseball bat at a bar in Londonderry, Northern Ireland. Authorities suspect dissident republicans behind the attack since Bradley has been targeted previously.",1,1,1,0,,,0.0,1,0,8,Unarmed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Northern Ireland Policing Board / The Police Authority of Northern Ireland / Police Service of Northern Ireland (PSNI),The Vice-Chairman at the time of the Northern Ireland Policing Board was attacked.,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,,0.0,0,,,,,,,Melee,Blunt Object,,,,,The blunt object was a baseball bat.,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,,,,,,,,,"Denis Bradley, a former Catholic priest who helped broker the first IRA ceasefire, was sitting with his son on Tuesday night when a masked man beat him with a baseball bat. Mr Bradley, whose family escaped a petrol bomb attack on their home last year, was hospitalized after the attack.","The Guardian (London) – Final Edition, “Derry: Republican dissidents blamed for bar attack,” September 22, 2005.","Belfast Telegraph, “Dissidents blamed for Bradley assault in bar,”  September 21, 2005.","Press Association, “Police Reformer Could Have Died In Baseball Bat Attack,” September 21, 2005.",CETIS,-9,-9,1,1,
200511200004,2005,11,20,0,,United States,Maryland,Hagerstown,1.0,0,"11/20/2005: Perpetrators set four separate fires in the development known as Hagers Crossing in Hagerstown, Maryland, United States, a short time before 2:30 a.m. local time. One townhouse was destroyed and three others were damaged. No casualties occurred. Earth Liberation Front (ELF) claimed responsibility for these attacks.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Unknown,"the development known as Hagers Crossing in Hagerstown, Maryland",United States,,,,,,,,,,,Earth Liberation Front (ELF),,,,"In an emailed statement, an individual that claimed to be a member of ELF wrote that the goal of these attacks was  ""to strike at the bottom line"" of Ryan Homes, which was the developer of many of the houses in the plan.",0.0,,0,0.0,0.0,1,4.0,E-mail,,,,-9.0,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"Although the individual that wrote the email claiming responsibility for these attacks declared himself to be a member of ELF, the veracity of his statement could not be determined to be true or false. If this was the work of ELF, these collective incidents would be the first attacks perpetrated by ELF in Maryland.","“Arsonists destroy one home, damage three others in development,” The Associated Press State & Local Wire, November 20, 2005.","Nelson Hernandez, “Arsons May Be Work of Activists; E-Mail Points To Group of Eco-Radicals,” The Washington Post, November 22, 2005.","David Dishneau, “FBI investigating claim that radical environmental group set fire at Maryland housing development,” Associated Press Worldstream, November 22, 2005.",CETIS,0,1,0,1,
200511290003,2005,11,29,0,,United States,California,San Diego,1.0,0,"11/29/2005: In a series of related incidents, unknown perpetrators carried out incendiary attacks on two separate car dealerships in San Diego, United States,Collectively, the value of the property damage from these related incidents was approximately $167,000. In this particular attack, at 2:45 a.m. local time, Pacific Nissan car dealership was targeted and five sport utility vehicles (SUVs) were set on fire, which resulted in approximately $150,000 in property damage. No casualties resulted from this incident and although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,Unknown,Pacific Nissan car dealership,United States,,,,,,,,,,,Earth Liberation Front (ELF),,,,Unknown,0.0,,0,0.0,0.0,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"Although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).","Joe Hughes, “Arson razes luxury vehicles; 2 CAR DEALERSHIPS LATEST VICTIMS IN SERIES OF BLAZES IN PACIFIC BEACH,” The San Diego Union-Tribune, November 30, 2005.","“SD Dealership Fires,” City News Service, November 29, 2005.","“Vehicles burned at two San Diego dealerships,” The Associated Press State & Local Wire, November 29, 2005.",CETIS,0,1,0,1,"200511290003, 200511290004"
200511290004,2005,11,29,0,,United States,California,San Diego,1.0,0,"11/29/2005: In a series of related incidents, unknown perpetrators carried out incendiary attacks on two separate car dealerships in San Diego, California, United States. Collectively, the value of the property damage from these related incidents was approximately $167,000. In this particular attack, at 3:00 a.m. local time, Guy Hill Cadillac car dealership was targeted and two sport utility vehicles (SUVs) were sent on fire, which resulted in approximately $17,000 in property damage. No casualties resulted from this incident and although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).",1,1,1,0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,Unknown,Guy Hill Cadillac car dealership,United States,,,,,,,,,,,Earth Liberation Front (ELF),,,,Unknown,0.0,,0,,,0,,,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,"Although no group claimed responsibility, authorities suspect Earth Liberation Front (ELF).","Joe Hughes, “Arson razes luxury vehicles; 2 CAR DEALERSHIPS LATEST VICTIMS IN SERIES OF BLAZES IN PACIFIC BEACH,” The San Diego Union-Tribune, November 30, 2005.","“SD Dealership Fires,” City News Service, November 29, 2005.","“Vehicles burned at two San Diego dealerships,” The Associated Press State & Local Wire, November 29, 2005.",CETIS,0,1,0,1,"200511290003, 200511290004"
